Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"LOAD S11A", 4.16, 1,    2415.95,  -31.5,    1.0059, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S12B", 4.16, 2,    2436.37, -150.8,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S16C", 4.16, 3,    2397.42,   88.8,   0.99819, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S17C", 4.16, 3,    2398.69,   88.8,   0.99871, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S19A", 4.16, 1,    2370.25,  -32.2,   0.98687, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S1A", 4.16, 1,    2446.39,  -30.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S20A", 4.16, 1,    2368.21,  -32.2,   0.98602, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S22B", 4.16, 2,    2417.49, -151.3,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S24C", 4.16, 3,       2373,   88.6,   0.98802, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S28A", 4.16, 1,    2371.99,  -32.3,    0.9876, 2,    2421.91, -151.2,    1.0084, 3,    2373.02,   88.6,   0.98803
"LOAD S29A", 4.16, 1,    2371.63,  -32.4,   0.98745, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S2B", 4.16, 2,     2440.9, -150.3,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S30C", 4.16, 3,    2370.78,   88.6,   0.98709, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S31C", 4.16, 3,    2399.83,   88.6,   0.99919, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S32C", 4.16, 3,    2397.94,   88.6,    0.9984, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S33A", 4.16, 1,    2396.87,  -32.4,   0.99796, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S34C", 4.16, 3,    2400.71,   88.9,   0.99956, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S35A", 4.16, 1,    2366.63,  -32.3,   0.98537, 2,    2414.95, -151.3,    1.0055, 0, 0, 0, 0
"LOAD S37A", 4.16, 1,    2362.76,  -32.3,   0.98376, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S38B", 4.16, 2,    2411.36, -151.4,     1.004, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S39B", 4.16, 2,    2410.34, -151.4,    1.0036, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S41C", 4.16, 3,    2377.07,   88.6,   0.98971, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S42A", 4.16, 1,    2359.07,  -32.4,   0.98222, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S43B", 4.16, 2,    2406.76, -151.5,    1.0021, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S45A", 4.16, 1,    2355.15,  -32.4,   0.98059, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S46A", 4.16, 1,    2354.19,  -32.4,   0.98019, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S47", 4.16, 1,    2353.88,  -32.4,   0.98006, 2,    2405.91, -151.5,    1.0017, 3,    2371.48,   88.5,   0.98739
"LOAD S48", 4.16, 1,    2353.21,  -32.4,   0.97978, 2,    2405.19, -151.5,    1.0014, 3,    2370.97,   88.5,   0.98717
"LOAD S49A", 4.16, 1,    2353.23,  -32.4,   0.97979, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S49B", 4.16, 2,    2404.49, -151.5,    1.0011, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S49C", 4.16, 3,    2370.77,   88.5,   0.98709, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S4C", 4.16, 3,    2434.54,   89.6,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S50C", 4.16, 3,    2369.94,   88.5,   0.98674, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S51A", 4.16, 1,     2352.8,  -32.4,   0.97961, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S52A", 4.16, 1,    2375.59,  -32.2,    0.9891, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S53A", 4.16, 1,    2368.68,  -32.4,   0.98622, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S55A", 4.16, 1,    2364.27,  -32.5,   0.98439, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S56B", 4.16, 2,    2430.63, -151.5,     1.012, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S58B", 4.16, 2,    2423.98, -151.7,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S59B", 4.16, 2,     2423.2, -151.7,    1.0089, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S5C", 4.16, 3,    2432.71,   89.5,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S60A", 4.16, 1,    2340.09,  -33.4,   0.97431, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S62C", 4.16, 3,    2368.81,   87.8,   0.98627, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S63A", 4.16, 1,    2337.05,  -33.4,   0.97305, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S64B", 4.16, 2,    2406.39, -152.0,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S65A", 4.16, 1,    2335.12,  -33.4,   0.97225, 2,    2405.62, -152.0,    1.0016, 0, 0, 0, 0
"LOAD S65B", 4.16, 2,    2405.63, -152.0,    1.0016, 3,    2353.84,   87.8,   0.98004, 0, 0, 0, 0
"LOAD S65C", 4.16, 1,    2335.11,  -33.4,   0.97224, 3,    2353.83,   87.8,   0.98004, 0, 0, 0, 0
"LOAD S66C", 4.16, 3,    2350.13,   87.8,    0.9785, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S69A", 4.16, 1,    2488.32,  -33.8,     1.036, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S6C", 4.16, 3,    2431.11,   89.5,    1.0122, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S70A", 4.16, 1,    2485.38,  -33.8,    1.0348, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S71A", 4.16, 1,    2483.71,  -33.8,    1.0341, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S73C", 4.16, 3,    2467.81,   87.6,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S74C", 4.16, 3,    2463.42,   87.6,    1.0257, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S75C", 4.16, 3,    2460.98,   87.5,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S76B", 4.16, 2,    2503.77, -152.5,    1.0425, 3,    2474.97,   87.6,    1.0305, 0, 0, 0, 0
"LOAD S77B", 4.16, 2,    2506.82, -152.6,    1.0437, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S79A", 4.16, 1,    2498.41,  -33.9,    1.0402, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S7A", 4.16, 1,    2424.35,  -31.1,    1.0094, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S80B", 4.16, 2,    2512.25, -152.7,     1.046, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S82A", 4.16, 1,    2506.84,  -34.0,    1.0437, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S83C", 4.16, 3,    2487.05,   87.3,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S84C", 4.16, 3,    2481.24,   87.4,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S86B", 4.16, 2,    2500.64, -152.6,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S87B", 4.16, 2,    2499.48, -152.7,    1.0407, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S88A", 4.16, 1,    2493.41,  -33.9,    1.0382, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S90B", 4.16, 2,    2499.13, -152.8,    1.0405, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S92C", 4.16, 3,    2479.75,   87.5,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S94A", 4.16, 1,    2489.71,  -33.9,    1.0366, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S95B", 4.16, 2,     2498.4, -152.8,    1.0402, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S98A", 4.16, 1,    2493.13,  -33.8,     1.038, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S99B", 4.16, 2,    2501.73, -152.3,    1.0416, 0, 0, 0, 0, 0, 0, 0, 0
"LOAD S9A", 4.16, 1,    2406.49,  -31.4,     1.002, 0, 0, 0, 0, 0, 0, 0, 0
"CAPACITOR 01", 4.16, 1,    2509.72,  -34.0,    1.0449, 2,    2520.35, -152.7,    1.0494, 3,    2487.15,   87.3,    1.0355
"CAPACITOR 02", 4.16, 1,    2493.45,  -33.9,    1.0382, 0, 0, 0, 0, 0, 0, 0, 0
"CAPACITOR 03", 4.16, 2,    2499.17, -152.8,    1.0406, 0, 0, 0, 0, 0, 0, 0, 0
"CAPACITOR 04", 4.16, 3,     2479.8,   87.5,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 149", 4.16, 1,       2476,  -30.0,    1.0309, 2,     2445.1, -150.0,     1.018, 3,    2461.16,   90.0,    1.0247
"BUS 01", 4.16, 1,    2446.41,  -30.6,    1.0186, 2,    2441.45, -150.3,    1.0165, 3,    2439.71,   89.6,    1.0158
"BUS 02", 4.16, 2,    2440.91, -150.3,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 08", 4.16, 1,    2410.06,  -31.4,    1.0034, 2,    2437.07, -150.8,    1.0147, 3,    2416.76,   89.2,    1.0062
"BUS 13", 4.16, 1,    2391.18,  -31.8,   0.99559, 2,    2433.36, -151.0,    1.0132, 3,    2403.09,   88.9,    1.0005
"BUS 101", 4.16, 1,    2491.51,  -33.8,    1.0374, 2,    2503.69, -152.3,    1.0424, 3,    2469.74,   87.7,    1.0283
"BUS 102", 4.16, 3,    2466.31,   87.7,    1.0269, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 105", 4.16, 1,    2488.25,  -33.8,     1.036, 2,    2503.39, -152.4,    1.0423, 3,    2470.46,   87.7,    1.0286
"BUS 103", 4.16, 3,    2462.33,   87.6,    1.0252, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 104", 4.16, 3,    2458.05,   87.6,    1.0234, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 106", 4.16, 2,    2500.68, -152.4,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 108", 4.16, 1,    2484.61,  -33.9,    1.0345, 2,    2504.99, -152.4,     1.043, 3,    2470.11,   87.8,    1.0285
"BUS 107", 4.16, 2,    2497.22, -152.4,    1.0397, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 109", 4.16, 1,    2474.54,  -34.0,    1.0303, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 300", 4.16, 1,    2484.61,  -33.9,    1.0345, 2,    2504.99, -152.4,     1.043, 3,    2470.11,   87.8,    1.0285
"BUS 110", 4.16, 1,    2469.66,  -34.0,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 9R", 4.16, 1,    2421.56,  -31.4,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 14", 4.16, 1,    2417.55,  -31.4,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 111", 4.16, 1,    2467.54,  -34.0,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 112", 4.16, 1,    2468.08,  -34.0,    1.0276, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 113", 4.16, 1,     2463.1,  -34.1,    1.0255, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 114", 4.16, 1,    2462.11,  -34.1,    1.0251, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 135", 4.16, 1,    2373.24,  -32.2,   0.98812, 2,     2421.2, -151.2,    1.0081, 3,    2382.97,   88.8,   0.99217
"BUS 35", 4.16, 1,    2366.64,  -32.3,   0.98537, 2,    2414.96, -151.3,    1.0055, 3,    2380.67,   88.7,   0.99121
"BUS 152", 4.16, 1,    2390.79,  -31.8,   0.99542, 2,    2433.11, -151.0,     1.013, 3,    2402.82,   88.9,    1.0004
"BUS 52", 4.16, 1,    2375.62,  -32.2,   0.98911, 2,    2432.53, -151.3,    1.0128, 3,    2395.88,   88.6,   0.99755
"BUS 160R", 4.16, 1,    2500.71,  -33.5,    1.0412, 2,    2506.25, -152.1,    1.0435, 3,    2477.49,   87.8,    1.0315
"BUS 67", 4.16, 1,    2496.13,  -33.7,    1.0393, 2,    2505.56, -152.3,    1.0432, 3,    2472.73,   87.7,    1.0295
"BUS 197", 4.16, 1,    2493.55,  -33.7,    1.0382, 2,    2504.31, -152.3,    1.0427, 3,    2470.99,   87.7,    1.0288
"BUS 34", 4.16, 3,    2400.74,   88.9,   0.99957, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 18", 4.16, 1,    2373.43,  -32.2,    0.9882, 2,    2421.39, -151.2,    1.0082, 3,     2383.1,   88.8,   0.99222
"BUS 10", 4.16, 1,    2416.77,  -31.5,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 15", 4.16, 3,     2399.8,   88.8,   0.99918, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 16", 4.16, 3,    2397.44,   88.8,    0.9982, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 17", 4.16, 3,     2398.7,   88.8,   0.99872, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 19", 4.16, 1,    2370.27,  -32.2,   0.98688, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 21", 4.16, 1,     2373.3,  -32.2,   0.98815, 2,    2420.83, -151.2,    1.0079, 3,    2379.65,   88.7,   0.99079
"BUS 03", 4.16, 3,     2435.8,   89.6,    1.0142, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 20", 4.16, 1,    2368.24,  -32.2,   0.98604, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 22", 4.16, 2,    2417.51, -151.3,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 23", 4.16, 1,     2373.3,  -32.3,   0.98814, 2,    2421.15, -151.2,    1.0081, 3,    2376.43,   88.7,   0.98945
"BUS 24", 4.16, 3,    2373.02,   88.6,   0.98803, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 25", 4.16, 1,    2372.33,  -32.3,   0.98774, 2,    2421.81, -151.2,    1.0083, 3,    2373.92,   88.6,    0.9884
"BUS 25R", 4.16, 1,    2401.99,  -32.3,    1.0001, 3,     2403.6,   88.6,    1.0008, 0, 0, 0, 0
"BUS 26", 4.16, 1,    2400.89,  -32.3,   0.99963, 3,    2401.95,   88.6,    1.0001, 0, 0, 0, 0
"BUS 28", 4.16, 1,       2372,  -32.3,    0.9876, 2,    2421.92, -151.2,    1.0084, 3,    2373.03,   88.6,   0.98803
"BUS 27", 4.16, 1,    2400.03,  -32.3,   0.99927, 3,    2401.95,   88.6,    1.0001, 0, 0, 0, 0
"BUS 31", 4.16, 3,    2399.84,   88.6,   0.99919, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 33", 4.16, 1,     2396.9,  -32.4,   0.99797, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 07", 4.16, 1,    2424.36,  -31.1,    1.0094, 2,    2438.92, -150.6,    1.0155, 3,    2425.91,   89.3,      1.01
"BUS 29", 4.16, 1,    2371.66,  -32.4,   0.98746, 2,    2422.27, -151.2,    1.0085, 3,    2371.91,   88.6,   0.98757
"BUS 30", 4.16, 1,    2372.34,  -32.4,   0.98774, 2,    2422.16, -151.2,    1.0085, 3,     2370.8,   88.6,    0.9871
"BUS 250", 4.16, 1,    2372.34,  -32.4,   0.98774, 2,    2422.16, -151.2,    1.0085, 3,     2370.8,   88.6,    0.9871
"BUS 32", 4.16, 3,    2397.96,   88.6,   0.99841, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 36", 4.16, 1,    2364.64,  -32.3,   0.98454, 2,    2412.93, -151.3,    1.0046, 0, 0, 0, 0
"BUS 40", 4.16, 1,    2362.95,  -32.3,   0.98383, 2,    2412.42, -151.4,    1.0044, 3,    2378.11,   88.6,   0.99015
"BUS 37", 4.16, 1,    2362.79,  -32.3,   0.98377, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 38", 4.16, 2,    2411.37, -151.4,     1.004, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 39", 4.16, 2,    2410.36, -151.4,    1.0036, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 04", 4.16, 3,    2434.56,   89.6,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 41", 4.16, 3,    2377.08,   88.6,   0.98972, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 42", 4.16, 1,    2359.08,  -32.4,   0.98222, 2,    2409.93, -151.4,    1.0034, 3,    2375.95,   88.6,   0.98924
"BUS 43", 4.16, 2,    2406.79, -151.5,    1.0021, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 44", 4.16, 1,    2356.43,  -32.4,   0.98112, 2,    2408.37, -151.5,    1.0027, 3,    2373.94,   88.6,   0.98841
"BUS 45", 4.16, 1,    2355.16,  -32.4,   0.98059, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 47", 4.16, 1,     2353.9,  -32.4,   0.98007, 2,    2405.93, -151.5,    1.0017, 3,    2371.51,   88.5,    0.9874
"BUS 46", 4.16, 1,    2354.21,  -32.4,   0.98019, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 48", 4.16, 1,    2353.25,  -32.4,    0.9798, 2,    2405.24, -151.5,    1.0014, 3,    2371.02,   88.5,   0.98719
"BUS 49", 4.16, 1,    2353.26,  -32.4,    0.9798, 2,    2404.54, -151.5,    1.0012, 3,    2370.79,   88.5,    0.9871
"BUS 50", 4.16, 1,    2353.21,  -32.4,   0.97978, 2,    2404.58, -151.5,    1.0012, 3,    2369.96,   88.5,   0.98675
"BUS 05", 4.16, 3,    2432.72,   89.5,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 51", 4.16, 1,    2352.81,  -32.4,   0.97961, 2,    2404.77, -151.5,    1.0012, 3,    2369.93,   88.5,   0.98674
"BUS 151", 4.16, 1,    2352.81,  -32.4,   0.97961, 2,    2404.77, -151.5,    1.0012, 3,    2369.93,   88.5,   0.98674
"BUS 53", 4.16, 1,    2368.71,  -32.4,   0.98623, 2,    2431.88, -151.4,    1.0125, 3,    2392.49,   88.5,   0.99613
"BUS 54", 4.16, 1,     2364.8,  -32.5,    0.9846, 2,    2431.24, -151.5,    1.0123, 3,     2390.4,   88.4,   0.99526
"BUS 55", 4.16, 1,    2364.29,  -32.5,   0.98439, 2,    2431.07, -151.5,    1.0122, 3,    2390.57,   88.5,   0.99533
"BUS 57", 4.16, 1,    2356.78,  -32.8,   0.98127, 2,    2425.55, -151.7,    1.0099, 3,    2385.55,   88.3,   0.99324
"BUS 56", 4.16, 1,     2364.2,  -32.5,   0.98436, 2,    2430.65, -151.5,     1.012, 3,    2390.77,   88.4,   0.99542
"BUS 58", 4.16, 2,    2423.99, -151.7,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 60", 4.16, 1,     2340.1,  -33.4,   0.97432, 2,     2415.8, -152.1,    1.0058, 3,    2373.81,   87.8,   0.98836
"BUS 59", 4.16, 2,    2423.22, -151.7,    1.0089, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 06", 4.16, 3,    2431.13,   89.5,    1.0122, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 61", 4.16, 1,     2340.1,  -33.4,   0.97432, 2,     2415.8, -152.1,    1.0058, 3,    2373.81,   87.8,   0.98836
"BUS 68", 4.16, 1,     2492.5,  -33.7,    1.0378, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 72", 4.16, 1,    2496.92,  -33.8,    1.0396, 2,    2504.33, -152.4,    1.0427, 3,    2472.96,   87.6,    1.0296
"BUS 97", 4.16, 1,    2493.64,  -33.7,    1.0382, 2,    2504.36, -152.3,    1.0427, 3,    2471.06,   87.7,    1.0288
"BUS 69", 4.16, 1,    2488.35,  -33.8,     1.036, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 70", 4.16, 1,     2485.4,  -33.8,    1.0348, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 71", 4.16, 1,    2483.73,  -33.8,    1.0341, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 73", 4.16, 3,    2467.84,   87.6,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 76", 4.16, 1,    2496.61,  -33.8,    1.0395, 2,    2503.79, -152.5,    1.0425, 3,    2474.99,   87.6,    1.0305
"BUS 74", 4.16, 3,    2463.45,   87.6,    1.0257, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 75", 4.16, 3,    2461.01,   87.5,    1.0247, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 77", 4.16, 1,    2498.63,  -33.9,    1.0403, 2,    2506.84, -152.6,    1.0437, 3,    2478.21,   87.5,    1.0318
"BUS 86", 4.16, 1,    2494.63,  -33.9,    1.0387, 2,    2500.65, -152.6,    1.0412, 3,       2478,   87.6,    1.0317
"BUS 78", 4.16, 1,    2499.17,  -33.9,    1.0406, 2,    2507.91, -152.6,    1.0442, 3,    2478.88,   87.5,    1.0321
"BUS 79", 4.16, 1,    2498.44,  -33.9,    1.0402, 2,    2508.23, -152.6,    1.0443, 3,    2478.75,   87.5,     1.032
"BUS 12", 4.16, 2,    2436.38, -150.8,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 80", 4.16, 1,    2503.28,  -34.0,    1.0423, 2,    2512.28, -152.7,     1.046, 3,    2482.29,   87.4,    1.0335
"BUS 81", 4.16, 1,    2504.85,  -34.0,    1.0429, 2,    2514.41, -152.7,    1.0469, 3,     2483.3,   87.4,    1.0339
"BUS 82", 4.16, 1,    2506.87,  -34.0,    1.0438, 2,     2517.5, -152.7,    1.0482, 3,    2485.11,   87.4,    1.0347
"BUS 83", 4.16, 1,    2509.63,  -34.0,    1.0449, 2,    2520.26, -152.7,    1.0493, 3,    2487.06,   87.3,    1.0355
"BUS 84", 4.16, 3,    2481.25,   87.4,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 87", 4.16, 1,    2493.52,  -33.9,    1.0382, 2,    2499.51, -152.7,    1.0407, 3,    2478.87,   87.6,    1.0321
"BUS 88", 4.16, 1,    2493.43,  -33.9,    1.0382, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 89", 4.16, 1,    2492.54,  -33.9,    1.0378, 2,    2499.33, -152.7,    1.0406, 3,    2479.61,   87.5,    1.0324
"BUS 90", 4.16, 2,    2499.15, -152.8,    1.0405, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 09", 4.16, 1,    2406.52,  -31.4,     1.002, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 91", 4.16, 1,    2492.11,  -33.9,    1.0376, 2,     2498.9, -152.7,    1.0404, 3,    2479.94,   87.5,    1.0325
"BUS 92", 4.16, 3,    2479.78,   87.5,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 93", 4.16, 1,    2491.39,  -33.9,    1.0373, 2,    2498.87, -152.7,    1.0404, 3,    2479.99,   87.5,    1.0326
"BUS 94", 4.16, 1,    2489.73,  -33.9,    1.0366, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 95", 4.16, 1,    2491.34,  -33.9,    1.0373, 2,    2498.42, -152.8,    1.0402, 3,    2480.21,   87.5,    1.0327
"BUS 98", 4.16, 1,    2493.15,  -33.8,     1.038, 2,    2503.74, -152.3,    1.0425, 3,     2470.6,   87.7,    1.0287
"BUS 99", 4.16, 1,    2493.82,  -33.7,    1.0383, 2,    2501.76, -152.3,    1.0416, 3,    2469.84,   87.7,    1.0283
"BUS 100", 4.16, 1,    2494.29,  -33.7,    1.0385, 2,    2501.58, -152.3,    1.0416, 3,    2468.88,   87.6,    1.0279
"BUS 450", 4.16, 1,    2494.29,  -33.7,    1.0385, 2,    2501.58, -152.3,    1.0416, 3,    2468.88,   87.6,    1.0279
"BUS 11", 4.16, 1,    2415.97,  -31.5,    1.0059, 0, 0, 0, 0, 0, 0, 0, 0
"BUS 62", 4.16, 1,    2338.43,  -33.4,   0.97362, 2,    2413.06, -152.1,    1.0047, 3,    2368.83,   87.8,   0.98628
"BUS 63", 4.16, 1,    2337.08,  -33.4,   0.97306, 2,    2410.97, -152.1,    1.0038, 3,    2366.38,   87.8,   0.98526
"BUS 64", 4.16, 1,    2336.52,  -33.4,   0.97283, 2,    2406.43, -152.0,    1.0019, 3,     2361.1,   87.8,   0.98306
"BUS 65", 4.16, 1,    2335.14,  -33.4,   0.97225, 2,    2405.64, -152.0,    1.0016, 3,    2353.85,   87.8,   0.98005
"BUS 66", 4.16, 1,    2335.81,  -33.5,   0.97253, 2,    2406.23, -152.0,    1.0019, 3,    2350.18,   87.8,   0.97852
"BUS 150R", 4.16, 1,    2476.79,  -30.0,    1.0312, 2,    2445.61, -150.0,    1.0182, 3,    2461.79,   90.0,     1.025
"BUS 160", 4.16, 1,    2339.85,  -33.5,   0.97422, 2,    2415.66, -152.1,    1.0058, 3,    2373.65,   87.8,   0.98829
