Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE L68,    84.4947,   -60.59,    53.6874,  -178.97,    64.6167,    61.03,          0,     0.00,    26.2787,   -43.35,     84.495,   119.41,     53.688,     1.03,     64.617,  -118.97,          0,     0.00,    26.2787,   136.65
Line.LINE L69,    44.9953,   -60.39,          0,     0.00,          0,     0.00,          0,     0.00,    44.9953,   -60.39,    44.9955,   119.61,          0,     0.00,          0,     0.00,          0,     0.00,    44.9955,   119.61
Line.LINE L7,    585.246,   -51.33,    392.435,  -167.73,    456.121,    72.52,          0,     0.00,    159.063,   -41.43,    585.246,   128.67,    392.435,    12.27,    456.121,  -107.48,          0,     0.00,    159.063,   138.57
Line.LINE L70,    27.0147,   -60.40,          0,     0.00,          0,     0.00,          0,     0.00,    27.0147,   -60.40,     27.015,   119.60,          0,     0.00,          0,     0.00,          0,     0.00,     27.015,   119.60
Line.LINE L71,     18.014,   -60.41,          0,     0.00,          0,     0.00,          0,     0.00,     18.014,   -60.41,    18.0142,   119.59,          0,     0.00,          0,     0.00,          0,     0.00,    18.0142,   119.59
Line.LINE L72,    55.4455,    60.95,          0,     0.00,          0,     0.00,          0,     0.00,    55.4455,    60.95,    55.4457,  -119.05,          0,     0.00,          0,     0.00,          0,     0.00,    55.4457,  -119.05
Line.LINE L73,    110.088,    -4.08,    118.999,  -129.33,    93.6521,   136.42,          0,     0.00,    48.6474,  -133.44,    110.088,   175.92,    118.999,    50.67,    93.6515,   -43.58,          0,     0.00,    48.6474,    46.56
Line.LINE L74,    37.3154,    60.93,          0,     0.00,          0,     0.00,          0,     0.00,    37.3154,    60.93,    37.3158,  -119.07,          0,     0.00,          0,     0.00,          0,     0.00,    37.3158,  -119.07
Line.LINE L75,    18.1803,    60.92,          0,     0.00,          0,     0.00,          0,     0.00,    18.1803,    60.92,    18.1807,  -119.08,          0,     0.00,          0,     0.00,          0,     0.00,    18.1807,  -119.08
Line.LINE L76,    77.8615,    30.61,    78.2778,   -86.79,    79.8205,   165.70,          0,     0.00,    19.7089,  -107.58,    77.8602,  -149.39,    78.2768,    93.21,    79.8191,   -14.30,          0,     0.00,    19.7088,    72.42
Line.LINE L77,    32.5883,   -24.11,     48.768,  -155.88,    21.0021,   127.31,          0,     0.00,    32.0839,  -148.97,    32.5879,   155.88,    48.7686,    24.12,    21.0003,   -52.70,          0,     0.00,    32.0841,    31.03
Line.LINE L78,    77.8602,    30.61,    81.0098,   -74.07,    79.8191,   165.70,          0,     0.00,     22.022,   -57.31,    77.8599,  -149.39,    81.0095,   105.93,    79.8188,   -14.30,          0,     0.00,    22.0219,   122.69
Line.LINE L79,     19.407,   -60.55, 0.000664135,   -59.82, 0.00082057,  -175.97,          0,     0.00,    19.4073,   -60.55,    19.4072,   119.45, 5.75215E-012,   161.57, 1.02898E-011,    45.00,          0,     0.00,    19.4072,   119.45
Line.LINE L8,    9.18213,  -177.39,          0,     0.00,          0,     0.00,          0,     0.00,    9.18213,  -177.39,    9.18234,     2.61,          0,     0.00,          0,     0.00,          0,     0.00,    9.18234,     2.61
Line.LINE L80,     80.622,    44.54,    81.0089,   -74.07,     79.818,   165.70,          0,     0.00,    2.86351,   -34.81,    80.6204,  -135.46,    81.0075,   105.93,    79.8164,   -14.30,          0,     0.00,    2.86335,   145.19
Line.LINE L81,    80.6204,    44.54,    87.3847,   -62.73,    79.8164,   165.70,          0,     0.00,    20.2086,    -4.00,    80.6198,  -135.46,    87.3842,   117.27,    79.8158,   -14.30,          0,     0.00,    20.2085,   176.00
Line.LINE L82,    80.6198,    44.54,    87.3842,   -62.73,    82.5956,   171.75,          0,     0.00,    18.2886,   -30.49,    80.6189,  -135.46,    87.3834,   117.27,    82.5947,    -8.25,          0,     0.00,    18.2885,   149.51
Line.LINE L83,    87.0149,    55.96,    87.3834,   -62.73,    82.5947,   171.75,          0,     0.00,    9.40972,    41.84,     87.014,  -124.04,    87.3827,   117.27,    82.5938,    -8.25,          0,     0.00,    9.40972,  -138.15
Line.LINE L84,    9.01547,    60.79,          0,     0.00,          0,     0.00,          0,     0.00,    9.01547,    60.79,    9.01612,  -119.22,          0,     0.00,          0,     0.00,          0,     0.00,    9.01612,  -119.22
Line.LINE L86,    32.5879,   -24.12,    40.7097,  -150.89,    21.0003,   127.30,          0,     0.00,    24.7704,  -138.49,    32.5874,   155.88,    40.7097,    29.11,    20.9994,   -52.70,          0,     0.00,    24.7704,    41.51
Line.LINE L87,    21.0343,     6.36,          0,     0.00,          0,     0.00,          0,     0.00,    21.0343,     6.36,     21.034,  -173.64,          0,     0.00,          0,     0.00,          0,     0.00,     21.034,  -173.64
Line.LINE L88,    17.9695,   -60.54,      26.38,  -132.04,    20.9994,   127.30,          0,     0.00,    28.4248,  -139.31,    17.9698,   119.46,    26.3797,    47.95,    20.9988,   -52.70,          0,     0.00,    28.4248,    40.69
Line.LINE L89,     21.349,  -114.09,          0,     0.00,          0,     0.00,          0,     0.00,     21.349,  -114.09,    21.3486,    65.91,          0,     0.00,          0,     0.00,          0,     0.00,    21.3486,    65.91
Line.LINE L9,    46.8546,   -58.06,          0,     0.00,          0,     0.00,          0,     0.00,    46.8546,   -58.06,    46.8548,   121.94,          0,     0.00,          0,     0.00,          0,     0.00,    46.8548,   121.94
Line.LINE L90,    17.9698,   -60.54,    8.95322,  -179.36,    20.9988,   127.30,          0,     0.00,    12.8747,   175.73,      17.97,   119.46,    8.95355,     0.64,    20.9984,   -52.71,          0,     0.00,    12.8748,    -4.27
Line.LINE L91,    20.9973,   127.29,          0,     0.00,          0,     0.00,          0,     0.00,    20.9973,   127.29,    20.9969,   -52.71,          0,     0.00,          0,     0.00,          0,     0.00,    20.9969,   -52.71
Line.LINE L92,      17.97,   -60.54,    8.95355,  -179.36, 0.00191338,  -175.98,          0,     0.00,    15.7475,   -90.43,    17.9703,   119.45,    8.95387,     0.63, 0.00109336,     4.02,          0,     0.00,    15.7475,    89.57
Line.LINE L93,    17.9706,   -60.55,          0,     0.00,          0,     0.00,          0,     0.00,    17.9706,   -60.55,    17.9708,   119.45,          0,     0.00,          0,     0.00,          0,     0.00,    17.9708,   119.45
Line.LINE L94, 0.00104202,    46.91,    8.95387,  -179.37, 0.00109336,  -175.98,          0,     0.00,    8.95424,  -179.37, 3.63798E-012,   -90.00,    8.95431,     0.63, 8.13477E-012,   153.43,          0,     0.00,    8.95431,     0.63
Line.LINE L96,    17.9439,   -60.36,    17.8809,  -178.91,    19.1753,    61.05,          0,     0.00,   0.888516,    71.62,    17.9442,   119.64,    17.8814,     1.09,    19.1756,  -118.96,          0,     0.00,   0.888445,  -108.37
Line.LINE L97, 0.00486261,    53.66,    17.8814,  -178.91,    19.1756,    61.04,          0,     0.00,    18.5524,   117.59, 0.00324183,  -126.34,    17.8826,     1.08,    19.1763,  -118.96,          0,     0.00,    18.5524,   -62.41
Line.LINE L98, 0.00324183,    53.66, 0.00380778,   -52.95,    19.1763,    61.04,          0,     0.00,    19.1779,    61.03, 0.00235771,  -126.34, 0.00276928,   127.05,    19.1766,  -118.97,          0,     0.00,    19.1779,  -118.97
Line.LINE L99, 0.00235771,    53.66, 0.00276928,   -52.95, 0.00290235,   170.76,          0,     0.00, 0.00025372,    37.68, 4.4148E-012,   -78.11, 4.89778E-012,   158.20, 4.06738E-012,    26.57,          0,     0.00, 6.82121E-013,   -90.00
Line.LINIE L14,    18.7664,   -58.08,          0,     0.00,          0,     0.00,          0,     0.00,    18.7664,   -58.08,    18.7667,   121.92,          0,     0.00,          0,     0.00,          0,     0.00,    18.7667,   121.92
Line.CAP 1,     87.014,    55.96,    87.3827,   -62.73,    86.2315,   177.34,          0,     0.00,    3.04591,   -31.00,     87.014,  -124.04,    87.3827,   117.27,    86.2315,    -2.66,          0,     0.00,    3.04591,   149.00
Line.CAP 2,    21.6446,    56.06,          0,     0.00,          0,     0.00,          0,     0.00,    21.6446,    56.06,    21.6446,  -123.94,          0,     0.00,          0,     0.00,          0,     0.00,    21.6446,  -123.94
Line.CAP 3,    21.6942,   -62.77,          0,     0.00,          0,     0.00,          0,     0.00,    21.6942,   -62.77,    21.6942,   117.23,          0,     0.00,          0,     0.00,          0,     0.00,    21.6942,   117.23
Line.CAP 4,     21.526,   177.48,          0,     0.00,          0,     0.00,          0,     0.00,     21.526,   177.48,     21.526,    -2.52,          0,     0.00,          0,     0.00,          0,     0.00,     21.526,    -2.52
Line.L 231C,    9.32153,    61.99,          0,     0.00,          0,     0.00,          0,     0.00,    9.32153,    61.99,    9.32153,  -118.01,          0,     0.00,          0,     0.00,          0,     0.00,    9.32153,  -118.01
Line.L S100C,    19.1776,    61.03,          0,     0.00,          0,     0.00,          0,     0.00,    19.1776,    61.03,    19.1776,  -118.97,          0,     0.00,          0,     0.00,          0,     0.00,    19.1776,  -118.97
